1,0.117,0.199,0.729
2,0.133,0.165,0.792
3,0.093,0.170,0.848
4,0.017,0.059,0.625
5,0.007,0.007,0.128
6,0.408,0.334,0.688
7,0.197,0.207,0.894
8,0.334,0.610,0.975
9,0.005,0.005,0.344
10,0.000,0.007,0.110
11,0.084,0.294,0.939
12,0.028,0.087,0.735
13,0.093,0.306,0.871
14,0.013,0.048,0.593
15,0.674,0.508,0.838
16,0.003,0.003,0.128
17,0.582,0.435,0.735
18,0.651,0.692,0.909
19,0.505,0.331,0.733
20,0.543,0.632,0.967
